pais,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
Curacao/Netherlands Antilles,799514,891891,977387,975482,969817,1010860,980653,1020924,978140,884588,750954,750427
Cyprus,424300,556345,754109,998636,1093455,1160330,1170252,1061069,887997,620022,506136,405953
Czech Republic,124465,282939,466157,730873,729874,812376,893999,746364,498875,258420,180922,112335
Democratic People's Republic of Korea,380526,512847,743838,826283,983772,845204,736305,675871,707812,542593,262542,319571
Democratic Republic of the Congo,856328,842747,831252,784240,789188,759264,799384,833951,836957,793604,775841,780085
Denmark,76735,172370,375033,699092,791687,879019,839454,729121,457137,216194,95587,51624
Djibouti,782859,911015,998445,1101443,942866,855923,903817,951645,911427,938941,822599,734759
Dominica,778798,861665,951948,996139,1013481,985936,990917,939987,953454,851934,725222,723049
Dominican Republic,672643,745532,879518,1001248,968007,992526,1001678,956745,910067,788758,656177,641630
Ecuador,658664,714628,692411,674544,633037,610179,623667,713519,813789,746419,728375,682263
Egypt,676764,792004,951231,1144364,1193030,1209451,1189225,1102770,987912,828359,695876,612562
El Salvador,820218,912221,940358,969376,974764,869072,952795,976743,791107,741001,748506,795342
Equatorial Guinea,720149,684989,723289,739153,682310,545191,516944,534837,563825,600482,609588,651865
Eritrea,777245,892727,989267,1077839,1021152,957548,951269,919919,940253,903850,808140,693457
Estonia,50188,138001,320720,547654,775848,880783,796486,764385,373768,225592,65027,33438
Ethiopia,934712,1007845,1014769,945520,840718,781032,774685,828410,909038,841925,818839,817541
Faeroe Islands,33896,115007,263389,545484,691084,669235,666235,531359,322540,147942,48288,16130
Falkland Islands (Malvinas),914211,778839,545001,259510,147790,108129,124444,212863,433229,709252,963865,1099066
Fiji,949614,835250,861028,790163,645010,537688,551025,597292,720027,867577,937211,959133
Finland,19122,88749,279784,505862,629723,753562,636630,605249,292303,146911,27906,8960
France,181528,323575,484447,769877,807145,973496,943593,778929,595016,370602,238439,186503
French Guiana,606401,617722,544761,681136,550359,634121,716954,784326,951271,941527,823253,633906
French Polynesia,915413,1011769,900793,842082,700345,644293,644372,706404,841235,868037,974620,973941
French Southern Territories,811963,668681,532437,347825,228208,182726,208520,304441,502122,694078,835390,983983
Gabon,723477,698273,734605,726506,663880,539054,538430,563697,596595,649359,618374,645514
Gambia,803265,922142,1023513,1089239,1054175,1004104,789660,658396,690535,759302,813140,759714
Georgia,740681,989861,1180045,1443756,1810145,1914903,1883315,1668930,1359641,935324,736753,589582
Germany,111964,265182,437601,717246,750366,797336,831298,720445,454590,263670,152927,101925
Ghana,886585,819831,880240,910899,824982,690496,678103,631530,691138,758637,800586,878325
Greece,347531,461542,586889,904619,1037945,1072340,1133656,989177,752060,504617,425974,342713
Greenland,6300,51963,247515,645642,1063176,1278156,1139748,720931,326795,93551,13615,2224
Grenada,770771,893762,965657,1002672,976384,948837,912611,921341,903866,838834,751208,734178
Guadeloupe,768465,835776,937952,1005649,1018391,989381,1005277,937099,947631,836499,727192,711203
Guam,706860,850529,881783,968378,935710,925308,853219,757416,790916,787856,777355,751957
Guatemala,628461,750891,829160,930157,896111,765980,856691,910284,740559,682163,604677,622049
Guernsey,150575,266018,456771,788967,794686,1007254,896485,674133,630495,338837,151150,120286
Guinea,874593,901036,980138,955098,862481,759466,660178,599741,665314,743376,821628,824888
Guinea-Bissau,838685,926717,1016401,1050521,978663,827173,646235,617010,619614,692990,814009,775930
Guyana,652649,714965,664536,710642,541195,611260,639645,763336,908943,911842,759224,659671
Haiti,725809,798869,915803,1034249,1036955,1073239,1072585,1009182,960946,809273,700630,687917
Heard Island and McDonald Islands,755470,644298,394488,244820,111479,90255,108192,186238,409875,641784,847457,903578
Honduras,613669,734192,838706,944137,900789,731082,888792,919904,793814,710485,601731,619749
Hong Kong (China),592288,571469,602186,832271,669924,926109,820027,799921,791827,639813,585499,420150
Hungary,166114,299863,540995,786437,782455,905577,910128,788581,551791,301237,231206,124410
Iceland,19732,95687,288652,560143,781252,766096,617969,464249,276792,115341,29965,4406
India,666811,810834,898042,966060,1002998,782162,662312,652667,751717,761333,645899,631104
Indonesia,710716,746916,783001,738665,739206,691279,768344,824032,900685,925781,781616,742925
Iraq,511673,660399,840235,1047925,1127249,1192427,1169331,1098807,927335,677209,511939,445665
Ireland,111570,219009,406434,692312,668433,806932,658971,604507,444028,266120,108216,65857
Islamic Republic of Iran,550107,653853,809544,1053092,1102642,1176211,1106634,1079613,915315,714159,561726,483994
Isle of Man,110760,224781,429772,691408,773973,876510,788258,702032,512559,278700,95088,61335
Israel,493550,615715,836477,1004890,1134919,1168568,1166680,1073895,920673,672967,530945,476920
Italy,291560,390662,581621,859845,950660,1035622,1054405,879140,668373,422257,348156,272674
Jamaica,729320,797317,890408,1026060,1016868,1002461,1041565,1011547,966633,791901,683653,661749
Japan,346296,478267,645076,723714,884181,718500,731457,722696,598795,571452,328415,306925
Jersey,151020,273772,456479,777318,775729,1003619,889884,679377,634318,348325,163016,129307
Jordan,537348,682048,893459,1080020,1191363,1229968,1203530,1117179,958168,734441,556912,520101
Kazakhstan,223903,374671,589799,798382,901109,1058306,1019675,887822,639266,378179,200405,146788
Kenya,1010450,1027192,1005806,860319,842629,812013,782059,872382,991305,911223,784461,856376
Kiribati,912934,927072,811222,836562,792344,752611,795176,826816,861678,876033,842931,700966
Korea,394921,505521,763088,728046,956381,822219,730661,753701,708438,604365,300127,322167
Kosovo,274360,396365,509917,795564,926677,955236,1038487,904091,590577,391884,337774,278309
Kuwait,608536,743124,857368,1049439,1082111,1177877,1120342,1085655,943025,753606,592185,482832
Kyrgyzstan,383232,519924,754870,998693,996852,1059666,1024949,908031,774206,555195,387779,334236
Lao People's Democratic Republic,676062,737053,847847,911024,857371,775715,554357,637194,637078,660228,612704,541144
Latvia,60003,152159,333900,579700,735295,877325,792317,768679,398089,246018,81025,42377
Lebanon,462132,589115,752423,967473,1111052,1172684,1178357,1074665,890315,634776,510951,439500
Lesotho,1130517,1083683,852745,732295,639277,531701,527495,717819,844962,1043559,1193623,1173537
Liberia,772589,686805,776985,770406,659463,548490,559075,548121,601719,664046,666696,763738
Libya,671800,775802,926021,1128345,1174124,1186366,1175801,1083264,960551,810149,671620,578427
Lithuania,71187,167302,353938,606846,724579,872051,787736,787863,409923,252237,88675,51894
Luxembourg,113025,267953,438418,731023,698558,839442,827995,710182,458483,257500,135018,109870
Madagascar,729373,692640,806384,787674,704898,610244,656482,770893,882144,988925,1041128,946091
Malawi,670465,779071,841951,794702,804598,728830,762214,903314,993970,1049700,1006886,869392
Malaysia,652291,779826,846578,845446,790044,754245,796522,778301,809508,794332,655178,699467
Maldives,916486,951557,984823,941851,812208,838297,825398,817836,793294,776769,776515,810178
Mali,806065,915977,1002393,1141084,1123668,1102363,996011,939669,935720,900476,848944,768132
Malta,404342,505921,729218,1007740,1087504,1152995,1147789,986567,819843,588042,437481,367226
Marshall Islands,779555,840053,789317,813986,802838,842064,857929,786893,809881,732590,776950,759063
Martinique,786806,880226,967385,999513,1014388,984734,987551,949316,959266,852562,733968,747414
Mauritania,735936,878730,1030017,1145270,1192138,1167176,1092713,1029716,972955,849596,800914,718062
Mauritius,851077,997972,884510,812672,677125,587635,633239,707985,859963,960225,1067935,1077332
Mayotte,715502,897674,933083,894554,781196,743920,771036,834270,981313,1043478,1036764,997207
Mexico,593823,749049,840602,1008908,1050692,975959,997857,983664,835674,723411,624533,596785
Micronesia (Federated States of),739838,749591,875873,867034,820152,746677,847028,778743,782032,854625,806356,755745
Mongolia,303482,479916,712630,890083,1011344,1008375,965956,885204,677304,517059,316965,247374
Montenegro,263075,394775,560466,789298,939930,978769,1019624,884189,658742,384270,340237,299756
Montserrat,763255,830643,944789,1022270,1036903,1008611,1019894,947788,950103,831220,728084,708706
Morocco,528172,668217,878232,1029259,1144992,1161977,1129585,1010131,887016,686057,608605,511345
Mozambique,766158,824778,831020,749581,729539,632328,657632,790954,869783,996624,1002791,953586
Myanmar,665029,834123,950130,914081,840824,633444,502077,561218,612940,636667,647057,606848
Namibia,1146991,1203481,955903,834836,773929,690384,707707,827509,1005435,1140530,1254448,1124837
Nauru,804051,797975,831953,760383,676371,658113,834011,756806,753746,886024,796783,689316
Nepal,601210,710853,841275,932326,1033886,843943,676626,581800,726511,722167,632395,570778
Netherlands,103924,232339,417415,697664,768536,856016,787886,683362,448561,266490,129057,88755
New Caledonia,945565,848436,877914,691555,543248,530029,455423,656592,842696,913217,1024086,1025315
New Zealand,1045281,870096,622002,429310,304822,237293,275967,372485,563179,772802,923949,1011974
Nicaragua,675203,765221,853009,888887,838639,689321,765092,810061,724713,694336,603124,634376
Niger,856123,944041,1025631,1166282,1156514,1129473,1067049,1005966,1009554,959148,876715,825472
Nigeria,913674,901969,937903,1023320,881368,762902,719425,648258,728738,785546,867707,899251
Niue,973315,899442,831912,736668,613198,510871,557694,612114,737166,872105,860193,1015659
Norfolk Island,1016884,827951,829254,601571,467544,412037,432268,595222,718007,898789,1036306,1022339
Northern Mariana Islands,613526,763018,879929,1012093,979292,1016415,880119,843023,863019,777363,751708,694636
Norway,26031,99483,294070,560150,687613,759544,644297,568329,294407,131886,37896,12405
Oman,787437,903234,992593,1148068,1131751,1029763,1002786,980606,944736,892743,785727,732687
Pakistan,604606,695849,841467,1061128,1140019,1094916,904376,919580,901146,777772,635318,575883
Palau,801832,799407,957189,977750,950050,736180,905802,841865,894993,927152,794026,785240
Panama,757852,821949,890235,820680,691536,676515,637619,655903,679750,666930,608116,717579
Papua New Guinea,691133,688950,708161,681988,608508,569761,642409,746418,791019,847097,820398,751510
Paraguay,976117,882065,825192,636510,439868,452721,437824,647955,745769,776128,761592,867518
People's Republic of China,447613,573130,740123,888383,930306,895520,927399,822565,686356,607801,420273,378805
Peru,742017,750936,718446,693980,670744,671383,705040,809975,899359,906552,873271,844687
Philippines,669166,807998,939790,966800,937355,791530,778464,798627,776158,774363,744690,683115
Plurinational State of Bolivia,856407,820501,788902,671365,583276,624000,628885,789986,881242,918268,904256,935943
Poland,97805,234708,420874,676633,730884,843276,841783,804034,468799,278527,128899,87243
Portugal,358147,454105,715954,808350,1057142,1115437,1128668,962698,765808,470741,398315,289517
Puerto Rico,718145,810327,932802,1029782,995688,1004897,1003675,961582,917509,797705,667289,686053
Qatar,662667,812901,856226,1105754,1113179,1124679,1083403,1063831,952187,824972,660057,565913
Republic of Moldova,157466,272331,450511,743836,865495,972678,938443,828135,566248,337019,193562,155872
Republic of North Macedonia,287588,411095,482622,801214,930665,967232,1055141,897838,621257,399872,364861,311481
Republic of the Congo,832503,787223,796734,782244,710918,639646,659958,680330,695808,713057,693410,769549
Reunion,904653,990488,858691,799052,662231,538565,627794,685651,872379,996472,1061521,1032282
Romania,206425,323446,496031,757162,844658,922301,951274,799119,551394,328705,238847,180443
Russian Federation,73874,179485,399631,648537,830621,863460,738589,575824,382258,196257,89849,48054
Rwanda,825292,861993,821123,736206,753587,717998,793943,836487,853014,770340,743252,776978
Saint Helena,948878,898832,760597,649862,510253,413557,440098,531458,722956,809749,891964,957681
Saint Kitts and Nevis,751962,824491,947340,1018983,1024907,1005863,1004403,949797,936975,808472,714298,694184
Saint Lucia,785734,877133,967057,1003155,1011040,963866,962025,940943,949457,837752,749303,764590
Saint Pierre and Miquelon,152413,243534,472982,702522,836097,862041,797654,665003,589275,345710,223347,141294
Saint Vincent and the Grenadines,776948,879758,968174,997618,978161,943789,938943,923887,923150,832772,747285,753015
Saint-Barthelemy,740971,827107,941548,1021684,1028726,1007477,1013811,960493,920447,791408,714334,686845
Sao Tome and Principe,760695,756916,820425,828481,802556,778980,712191,756884,766379,748472,781240,692023
Saudi Arabia,721210,842077,940296,1125777,1124795,1147086,1112705,1064099,983654,859064,708854,625729
Senegal,793670,918661,1021902,1107085,1086074,1042697,848901,716006,749476,817105,827390,756601
Serbia,223146,351897,515677,771252,846432,920341,1019020,865331,549938,355968,286921,200085
Seychelles,915902,956892,960730,908329,768958,696526,793981,846473,918497,907490,947080,899108
Sierra Leone,833064,832480,932385,807550,662862,588941,562488,554423,563960,675379,711177,813673
Singapore,765623,865941,872615,826789,706307,736200,775562,773078,876234,881255,661284,697683
Sint Maarten (Dutch part),740043,829820,941815,1024845,1028210,1010990,1012540,965215,922576,792089,716772,687643
Slovak Republic,140513,289027,504180,760822,720068,877849,900876,766589,515855,281519,199797,107940
Slovenia,184270,302663,511539,762267,766357,917342,892900,792567,517469,288350,282100,184727
Solomon Islands,712400,801925,742798,747029,581416,537137,581957,743722,829494,838348,891562,782221
Somalia,983721,1045762,1036444,930060,858161,803995,792153,847970,908890,848884,832348,885979
South Africa,1128081,1078373,879605,698371,615448,504055,523174,676332,803596,1034542,1150346,1170084
South Georgia and the South Sandwich Islands,832702,616866,400382,223202,88856,61869,76573,182294,384730,608976,819903,921473
South Sudan,955109,951190,945337,951769,829773,810951,821488,852277,907012,828535,849304,862786
Spain,367258,451433,678739,868235,1061507,1109494,1115507,949778,747149,495436,408798,319206
Spratly Islands,694853,872971,1014715,1044516,1023233,782791,830016,848990,745348,849707,757905,749749
Sri Lanka,786032,809376,945649,887200,822397,839370,856062,889421,803546,693088,609368,619368
State of Palestine,475837,598599,809461,979127,1118015,1155605,1168783,1068753,913532,646750,500391,454681
Sudan,875228,966309,1049784,1162045,1088583,1058504,1020464,983146,969790,907785,884439,823259
Suriname,659493,682714,597022,691772,565985,668592,722486,822894,962908,974124,846173,663319
Svalbard and Jan Mayen Islands,6.609,3138,102655,429554,805377,888658,748295,401589,153404,19258,55.37,0
Swaziland,886165,837881,777279,589161,609159,543622,538824,664253,660796,874026,933822,876039
Sweden,31342,117008,313833,598474,675998,806228,652722,644402,334928,172971,48353,19806
Switzerland,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,
Thailand,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,
Togo,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,
Tonga,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,
Turkey,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,
Uganda,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,
United Republic of Tanzania,,,,,,,,,,,,
United States,,,,,,,,,,,,
United States Minor Outlying Islands,,,,,,,,,,,,
United States Virgin Islands,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,
Wallis and Futuna Islands,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,
Western Samoa,,,,,,,,,,,,
Yemen,,,,,,,,,,,,
Zambia,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,
Mordovia,101210,216881,500705,595890,850209,906267,851288,661804,489403,231713,81994,55698
