Pais,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
Colombia,734012,769089,747531,720561,627832,593569,674441,751379,803254,722922,702041,680916
Comoros,867553,902214,934709,803934,740588,689416,747839,840246,918202,1018355,1004345,852239
Cook Islands,861399,882072,880208,770483,613621,620325,634480,783155,822836,920501,945418,897186
Costa Rica,812604,887812,928165,872250,603891,709322,687797,704402,691223,632216,655151,641919
Cote d'Ivoire,811542,816390,870620,842966,759492,661869,630628,569977,673374,676640,769629,772928
Croatia,229436,409713,631126,736250,727848,1043790,986222,894732,646608,464782,222320,195962
Cuba,632384,768330,863673,967945,980270,1033491,1010453,952098,845871,721879,661186,601889
Curacao/Netherlands Antilles,823001,908528,961648,985424,947189,926204,994510,1011568,982011,833666,805586,757721
Cyprus,407261,541623,762267,922666,1125666,1137924,1166742,1058543,876757,641515,494789,366370
Czech Republic,144530,309105,445200,697051,661161,958239,842977,714258,507143,328702,147588,121216
Democratic People's Republic of Korea,412913,541879,722533,822635,976401,860247,757122,714335,654483,524254,372874,316804
Democratic Republic of the Congo,823526,847938,886600,821554,763817,781249,778181,787205,801631,762314,778366,731063
Denmark,81861,203006,360013,747835,792643,940279,846794,667313,419625,226669,77619,57146
Djibouti,858134,837973,972023,1006924,965291,826477,846702,913642,868499,888791,793734,771793
Dominica,755688,868613,968793,1006906,931498,918706,947767,922903,938109,850106,777478,726007
Dominican Republic,687827,775492,856852,935756,882852,1001771,993089,963172,839804,808981,710511,633732
Ecuador,636911,673553,697992,717450,653837,561645,612718,719129,783379,721551,688389,676493
Egypt,678732,787841,974733,1096173,1194384,1189714,1183032,1107422,1001659,833679,711287,631971
El Salvador,836666,911376,1024958,956554,791466,921449,983017,928585,840145,722730,816840,793511
Equatorial Guinea,679503,719943,742945,741162,640587,618322,561199,600029,597307,619440,599164,644327
Eritrea,822509,848359,991170,1053352,1014447,929932,902232,816354,870223,865571,811521,735592
Estonia,57528,155707,338566,720876,772384,938575,818354,659179,398920,173731,51383,27859
Ethiopia,964553,959949,1008472,945862,851973,699823,723300,761910,830865,811865,788642,816831
Faeroe Islands,37274,105908,312467,514152,732805,677539,616235,540035,344250,153305,59842,15542
Falkland Islands (Malvinas),954349,748117,522204,250249,163715,104510,124483,232059,442063,723551,936850,1067434
Fiji,753827,843584,788993,685971,649537,575770,587729,674584,776644,804169,878493,942286
Finland,22238,100756,283678,646081,672205,843733,727139,515219,303171,106657,25597,7940
France,192486,389935,551562,736873,841027,979491,996876,820915,618286,329918,203615,166251
French Guiana,576611,657841,730550,651909,574629,629106,702158,805993,937898,893126,795250,607594
French Polynesia,1001828,967607,889477,794948,709517,595460,595955,783101,854002,934057,959800,835656
French Southern Territories,829132,672438,540206,339427,228434,175165,210040,328766,510280,712290,902299,832007
Gabon,694385,723148,781015,742477,650860,622148,582708,590565,634209,647196,642522,640628
Gambia,810931,926286,1042364,1076512,1083853,1025764,769340,675936,717039,808961,854428,804197
Georgia,741628,841727,1342350,1609278,1901866,1868232,1840083,1704245,1460701,1082511,860782,632229
Germany,117781,283955,389336,717436,733547,961226,826547,712208,480178,277619,140620,99880
Ghana,838594,861547,895738,873913,792704,690486,651936,667941,675256,650777,818184,824774
Greece,319398,475559,714820,845666,987224,1115661,1092351,1029279,810845,582661,354858,292029
Greenland,6296,49252,248473,604302,1056516,1208591,1111233,752808,342530,94661,11633,2162
Grenada,838547,904164,973866,1009212,972283,870880,896546,922271,906483,845042,760549,747786
Guadeloupe,733932,845992,959769,1005106,935345,974587,955622,938756,933243,849560,770868,711770
Guam,727111,820004,982892,1032336,1004188,1015337,853417,665381,688226,769650,694510,757862
Guatemala,669278,815941,896773,954241,882636,849252,906519,915309,811823,690543,681852,635996
Guernsey,145320,322982,477430,728102,930385,928583,1046695,814889,546130,278005,181342,126644
Guinea,867161,933322,983574,953362,904905,775991,635659,585820,704110,738422,785971,840393
Guinea-Bissau,825954,925415,1036513,1062768,1059707,899751,606324,611917,660816,748094,809308,827698
Guyana,656652,675884,784549,746482,569256,575205,659904,750008,843847,802967,704993,598333
Haiti,729285,822253,899840,982518,923704,1058834,1046959,1008150,864352,829229,741439,680775
Heard Island and McDonald Islands,755378,575669,387450,254331,137712,65400,104237,202130,425966,565140,847333,786571
Honduras,652788,802713,919830,925488,824537,874744,918524,924321,887167,731946,663571,599931
Hong Kong (China),506428,526797,583256,731973,654525,772970,820419,747359,849970,743135,697278,535784
Hungary,185404,352259,559683,700082,657917,973981,900820,811399,589991,406829,182610,154417
Iceland,18744,92134,291814,503110,691780,800832,601243,501083,277322,131591,31622,4305
India,705976,788007,933488,1005382,1017335,869678,644224,590537,583747,661946,651335,583970
Indonesia,713428,787468,775742,728385,743364,653949,730953,805102,894567,848141,858295,746633
Iraq,489428,639825,792115,982829,1129611,1178909,1180575,1095629,942824,698106,565281,444675
Ireland,96572,218220,351659,575173,733659,793295,708859,575557,420648,257962,127396,82139
Islamic Republic of Iran,529184,658560,797654,958530,1085864,1169234,1121461,1075871,925645,722762,576063,476113
Isle of Man,98238,237523,389155,616810,808230,900841,802676,666293,451095,261731,113343,68937
Israel,537658,618319,756019,971764,1157151,1161665,1161479,1078200,906891,699969,593444,453985
Italy,300342,479033,691359,777559,832065,1096888,1019396,914954,689508,484369,264755,248925
Jamaica,707306,800634,920856,984032,906265,1050887,1023638,973655,864340,777138,743852,667446
Japan,365246,464271,650311,784062,908661,767152,698551,717192,646310,477739,388760,298328
Jersey,145900,329010,482216,725158,923192,916516,1046890,806400,545783,276776,185859,133093
Jordan,573306,671143,841341,1037265,1184781,1201558,1208119,1133120,975874,749319,613690,515088
Kazakhstan,207928,364157,568494,751179,994808,1008271,1024223,863845,607974,409813,246105,159144
Kenya,965767,1018410,1037610,933150,801437,727623,778434,835078,895268,814855,810837,827041
Kiribati,820586,785991,786942,795227,811007,778324,851576,909977,1000909,1004047,959014,851282
Korea,440435,546795,735956,769066,972022,876524,709127,767145,555700,545034,409815,337560
Kosovo,250999,424421,681101,757336,795134,973445,971767,945290,709163,523497,259555,214943
Kuwait,517629,685262,879434,1015389,1133905,1161655,1135558,1089466,962228,746257,609629,535092
Kyrgyzstan,384447,547000,779337,857316,1079642,1022451,1081820,961331,785103,577092,411687,331578
Lao People's Democratic Republic,617393,806287,888697,953917,805091,783744,672765,560989,728768,733370,624064,672781
Latvia,71569,169437,337698,742401,757381,949223,791679,653382,410977,192088,58002,37979
Lebanon,465448,558500,725904,911058,1148520,1143483,1182323,1078047,904707,663400,527552,382027
Lesotho,1166376,1021968,893884,620414,619817,571703,612516,745035,924175,1109042,1171797,1018794
Liberia,732106,764028,795215,718597,631214,567615,535195,462217,567249,602747,687188,689822
Libya,674269,790620,955437,1075784,1128951,1168540,1185726,1103543,989088,813438,683414,606436
Lithuania,83469,181998,351113,764619,738540,980138,806830,644726,426131,214299,72101,48767
Luxembourg,124697,304474,401443,667429,747995,973379,918583,737485,521561,242544,143887,97432
Madagascar,814790,872139,813986,775395,671583,581388,651256,780570,842279,1001834,994318,961437
Malawi,705295,790368,777721,780332,722486,683384,779113,881417,960478,1023615,922985,801017
Malaysia,706371,825551,892908,825659,816669,696855,791444,840224,877192,751395,707875,625324
Maldives,892078,899969,986836,937407,844698,801875,853182,833506,827742,749199,736165,697195
Mali,822440,934429,1001355,1097833,1099427,1077269,1007821,916078,980288,910312,836943,794805
Malta,396933,576444,765071,905480,1020159,1166645,1148813,1025331,809916,582903,402394,364489
Marshall Islands,774198,842514,906356,965802,872326,874831,874197,829469,870554,804100,717191,739377
Martinique,780524,892436,974404,1007670,964767,905649,943792,915219,924058,851686,783635,742802
Mauritania,781730,911823,1023263,1133483,1162636,1160724,1106730,1029282,1010587,919033,811085,741469
Mauritius,1015247,984755,930845,796088,667231,557700,611941,723231,865197,998572,1048748,1018905
Mayotte,831279,859312,928614,824457,770395,711225,761268,858522,947410,1046390,1011332,863941
Mexico,645803,774716,914943,1099300,1117541,1052295,1015257,983984,838560,748600,612225,614606
Micronesia (Federated States of),712414,886907,831288,856215,883784,767891,818538,763259,837857,844015,693554,703928
Mongolia,313640,481725,713195,887354,1010047,1013023,936129,840241,720359,514080,326971,248119
Montenegro,255024,429124,654344,724727,736602,999698,965502,931033,662707,534567,226663,213481
Montserrat,729595,847748,974846,1027053,955418,1018746,973557,952419,930316,864264,765968,704063
Morocco,563888,737435,869554,989539,1164248,1203072,1145253,1026242,923880,759376,555102,494053
Mozambique,790052,865114,769445,706734,675318,592654,688426,769794,890506,961308,942592,893216
Myanmar,694175,828775,936525,1000407,881487,647487,529293,554955,611178,707494,646618,668568
Namibia,1221818,1124650,1017569,878018,740177,692990,733322,848019,1028140,1139607,1183332,1122975
Nauru,755581,802961,669361,666648,750855,737520,817489,835487,988824,978963,751176,717535
Nepal,596977,669046,916860,957316,1055294,894847,596358,652387,537754,691838,609667,569397
Netherlands,105603,252824,362370,721161,793831,909070,829681,718061,448892,242753,134158,87987
New Caledonia,1045289,833494,887939,665153,585603,444999,586621,574945,835012,962488,1078295,1059446
New Zealand,1016589,900724,652637,461909,304501,248792,250755,396727,564557,728519,974618,972452
Nicaragua,703691,774548,903529,905575,675562,751116,777228,801930,824487,669073,667242,626900
Niger,852193,954687,1035317,1127184,1112795,1088875,1069556,968557,1033449,918646,869282,828531
Nigeria,873416,906940,951608,939917,835676,756094,701662,657438,745612,694619,842414,879735
Niue,838913,853878,893916,691649,557541,528579,544509,680421,798039,801660,951316,950714
Norfolk Island,1111611,893439,800254,636453,509654,444522,457753,560079,768496,932427,1106820,1129990
Northern Mariana Islands,659263,779679,976651,1026826,1009477,1048337,915681,738930,772184,764793,687343,690969
Norway,27456,97446,296270,625990,706008,699882,732374,504318,311258,143781,41776,12674
Oman,775772,861433,991844,1090828,1113786,1067248,996075,957333,916849,893554,761201,668263
Pakistan,575841,687277,853483,1019350,1124091,1124607,976047,875073,862587,747742,588747,555274
Palau,713177,921682,907638,865461,895881,705764,752316,780734,868240,843690,744173,709994
Panama,784182,840406,905346,838007,631015,658113,659089,637784,668802,647464,643166,618045
Papua New Guinea,699031,790706,627884,629552,618288,538125,558147,569030,687053,715108,714348,814823
Paraguay,1012579,917142,748535,593221,435749,489329,489355,691084,786720,879508,975935,1004204
People's Republic of China,432767,547453,757395,877922,930383,917092,872941,820564,749841,585015,457019,405839
Peru,737097,718257,737297,739523,718046,672044,710102,838518,875032,864020,829308,773504
Philippines,693910,884076,941878,969516,887695,804551,740367,758038,794744,805052,673684,667975
Plurinational State of Bolivia,866510,782136,764759,729724,657587,646952,663337,823616,902776,916995,932858,856593
Poland,108642,241870,401575,715977,667544,978381,799618,707116,470739,291887,134650,85216
Portugal,350235,524978,749227,802047,1065158,1048495,1074377,981130,802518,523318,313774,282347
Puerto Rico,709889,803965,921099,1001185,926293,1021809,973219,967200,873024,833817,747957,662065
Qatar,659485,748747,907431,981383,1090381,1110582,1087751,1057994,958161,822604,664084,560746
Republic of Moldova,172588,266570,531660,692661,786422,966237,913238,844593,606957,362504,180032,144137
Republic of North Macedonia,263682,454418,711000,757611,825813,1003509,988960,960535,738366,534563,246160,226361
Republic of the Congo,752513,785141,832251,791904,711730,745010,645155,666431,696227,689860,710783,728232
Reunion,1031336,1033184,962352,781077,623451,552098,611016,738275,846231,1039283,1015141,1118705
Romania,195677,360769,593301,700670,745025,945449,897980,844606,617507,422170,206256,181124
Russian Federation,73539,179845,392325,663855,808100,853077,761270,576117,380497,196593,88072,48718
Rwanda,840855,838941,885396,787413,685643,634397,751896,780847,784791,687056,777812,718916
Saint Helena,994260,933745,759620,611667,508303,423724,440289,539892,663919,838892,944398,1017358
Saint Kitts and Nevis,728014,831616,970159,1041367,960869,1017610,976714,958948,910212,866379,748182,684622
Saint Lucia,786330,892269,961919,997572,973830,909976,933813,908538,916187,843769,779956,744416
Saint Pierre and Miquelon,160301,301906,530564,595668,907908,860509,851272,797789,546915,377716,190311,135782
Saint Vincent and the Grenadines,810792,895945,967953,1003651,972560,886117,931777,909148,910776,845010,773624,748002
Saint-Barthelemy,724010,807407,958830,1051836,979237,1021085,974831,963735,897784,847777,740563,676984
Sao Tome and Principe,779565,775467,770768,815780,705611,800249,709807,760257,751283,703653,726729,738865
Saudi Arabia,693928,793569,963480,1074763,1113432,1118548,1107747,1071086,974765,845732,706640,656409
Senegal,802941,918638,1050236,1089492,1100356,1058319,865545,768408,811697,857795,844179,799826
Serbia,212380,384955,634079,738110,726667,941939,933353,900583,639303,485096,245794,187612
Seychelles,858864,910371,959745,876471,741060,701036,743803,809929,865969,872998,818807,861966
Sierra Leone,855506,919609,932266,818557,700035,575664,530045,483516,593387,638956,686389,777127
Singapore,784516,906658,921856,739578,762106,606339,784160,848261,887035,790492,721971,629606
Sint Maarten (Dutch part),725099,811776,962691,1053363,972538,1023236,976338,959511,895223,847535,743869,676564
Slovak Republic,169514,311822,505101,676801,594048,941804,859887,740832,546337,367439,139919,126602
Slovenia,211748,398289,568589,639226,591387,1002139,898105,759777,574153,374153,162618,167824
Solomon Islands,812334,787696,886643,706914,661332,613378,597784,604359,671903,819922,819406,862214
Somalia,942594,1013080,1062931,995055,849270,747400,764156,864285,899185,847213,789470,849422
South Africa,1154803,1010828,892189,683552,601955,541473,582346,708866,885723,1047046,1126538,1089167
South Georgia and the South Sandwich Islands,791712,659257,417783,234169,102941,54306,79265,185848,324513,617211,710703,791951
South Sudan,912362,915061,986199,930742,853234,725362,783469,791796,854985,795285,846679,855534
Spain,357980,568285,753409,812590,1059307,1123055,1095328,981976,760016,549795,324746,288924
Spratly Islands,786672,929122,1020515,1041765,915288,748230,759886,839756,800280,827205,669073,719240
Sri Lanka,774326,806915,989768,900561,921845,850559,852830,750114,791461,644114,719129,610598
State of Palestine,525531,584283,715649,932468,1145155,1142766,1156338,1070268,897200,678408,575348,426870
Sudan,852632,924597,1080751,1149498,1105389,1017652,1001729,908831,954566,876014,882695,829675
Suriname,643078,660230,749164,680005,571750,627150,710275,802676,936620,900956,788951,656661
Svalbard and Jan Mayen Islands,6.728,3098,108472,397802,800315,955155,738629,462926,148623,18481,76.22,0
Swaziland,812947,762270,690681,553131,611348,543977,618963,633280,764587,810422,788376,800296
Sweden,37253,130067,322030,689594,713466,821886,772546,543278,338970,147590,40216,17394
Switzerland,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,
Thailand,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,
Togo,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,
Tonga,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,
Turkey,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,
Uganda,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,
United Republic of Tanzania,,,,,,,,,,,,
United States,,,,,,,,,,,,
United States Minor Outlying Islands,,,,,,,,,,,,
United States Virgin Islands,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,
Wallis and Futuna Islands,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,
Western Samoa,,,,,,,,,,,,
Yemen,,,,,,,,,,,,
Zambia,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,
Mordovia,93249,184903,405918,719870,860168,939895,828159,619995,490199,215504,110990,63144
