Pais,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
Mexico,638488,756626,902730,1072725,1108192,1033698,988238,947010,838755,824627,688764,632163
Micronesia (Federated States of),792117,883220,943446,883429,770815,792931,832118,875079,886790,773757,728104,650084
Mongolia,305837,472684,726768,944057,998358,1030923,939836,810259,706027,511074,317584,260175
Montenegro,313162,409422,569329,855745,874611,872807,1000946,855198,688101,430394,340375,195598
Montserrat,722749,829635,956383,1045338,1059676,1037306,999429,976387,920247,793471,695763,722703
Morocco,570652,744773,839818,977274,1137986,1181585,1128331,1054371,919651,745888,564797,490507
Mozambique,789962,830405,844770,771008,706128,582488,608116,742804,867410,935024,1048499,887124
Myanmar,709913,817998,966883,953346,889966,642176,600040,527573,620479,569881,689334,677219
Namibia,1143754,984913,932935,859516,771707,691608,734624,857211,1019778,1141720,1190074,1177024
Nauru,787303,784866,797117,932850,928193,914141,928899,971195,1030062,1050625,1009594,985370
Nepal,554130,717028,877427,958532,926329,669390,539849,617055,591148,752145,661981,590036
Netherlands,94472,185278,464813,791321,904844,824935,731128,713974,487846,225831,136985,75347
New Caledonia,1022837,909736,854140,698712,549694,538607,532942,682372,782186,927083,987721,958810
New Zealand,1034676,863583,632133,469389,302106,225980,259033,384713,585207,707815,867531,998503
Nicaragua,674651,783309,838074,980730,762071,682653,752358,725671,790612,629750,520275,618139
Niger,839523,955155,1057450,1135859,1130068,1125958,1053204,968315,1014746,969101,881530,812300
Nigeria,918410,984571,954390,949733,868307,810408,708797,678744,697710,836729,890291,858930
Niue,959636,820810,842091,659792,597783,552150,577570,687314,773477,813771,921838,921339
Norfolk Island,1098316,927451,736810,637384,455474,434542,422012,603820,773960,874776,1048257,1036432
Northern Mariana Islands,696314,736509,938111,1033061,1064750,1004436,937158,894483,769188,717611,723602,687040
Norway,25021,106997,300204,580127,822428,860807,677300,535713,291629,126114,33343,10897
Oman,748854,891072,977510,1089413,1084012,1056793,922175,902907,968725,925776,788216,735057
Pakistan,550971,759958,833757,1033820,1131282,1111568,991006,833055,877545,815243,638996,569792
Palau,821379,825610,939686,871028,812621,705580,824242,816028,896904,708025,723654,613463
Panama,743645,858455,933699,822818,663151,645894,646879,633870,694607,639197,592168,673462
Papua New Guinea,725505,747772,638978,667471,609256,604671,593376,666336,696055,724789,719763,739723
Paraguay,961650,966920,915545,806689,613006,443478,525781,659966,837462,960551,1013446,1007397
People's Republic of China,424850,575878,737349,902197,952999,904104,859999,800697,670451,572661,453706,400447
Peru,806043,753636,753814,758366,696586,685692,718868,831393,865327,928134,909445,766320
Philippines,729786,814973,934071,979371,886909,788316,786675,743317,788461,611793,658400,597770
Plurinational State of Bolivia,900853,783876,844052,800155,715717,621957,682380,790289,919027,990063,1026604,884513
Poland,102875,213762,462052,751651,759668,759008,809293,702661,480723,224994,116289,84092
Portugal,320776,494553,653730,712841,992511,1056909,1168676,992160,768435,528644,349533,270030
Puerto Rico,699815,809565,899864,1008830,1020027,1034455,976893,984731,893770,778930,649183,684526
Qatar,637274,782819,914178,949450,1133889,1132313,1067283,1047536,963684,842947,683359,610982
Republic of Moldova,190522,334691,549249,840034,730410,942494,909234,862639,652816,310097,161419,90568
Republic of North Macedonia,336902,468823,567067,795529,916756,934818,1021100,870314,744831,499429,348872,202912
Republic of the Congo,804808,778774,796493,764883,727051,678560,657870,656250,682711,683762,712874,735811
Reunion,869697,970821,800481,776353,636847,577050,567865,746289,863383,974987,1093255,1101384
Romania,238523,345564,533039,862586,806083,855013,883178,826749,642947,344514,215919,138848
Russian Federation,70622,176322,396196,677673,806153,863912,751979,585700,379678,194172,84307,51625
Rwanda,743019,815959,765534,718560,775661,700352,683416,791469,811135,776096,743337,792895
Saint Helena,987754,893287,765440,613657,493262,420470,448856,522078,668496,820115,903340,1002519
Saint Kitts and Nevis,702165,835032,946230,1038653,1056591,1035343,995438,967880,914061,783641,686633,708267
Saint Lucia,775389,838341,960478,1013572,1011581,979833,954250,939098,916092,760080,720844,767692
Saint Pierre and Miquelon,174873,304717,497324,770868,824728,758348,763000,831211,588518,366333,211441,144535
Saint Vincent and the Grenadines,788922,847674,971344,1006995,991054,955633,937209,904820,919873,785080,732489,774314
Saint-Barthelemy,692072,832724,942202,1029775,1058724,1045348,994254,964641,912610,788611,689911,697869
Sao Tome and Principe,767315,819272,835842,707932,720558,706756,773571,825173,809937,807074,708585,743555
Saudi Arabia,705079,823654,972533,1068630,1131092,1138121,1070024,1073773,988987,900664,733550,652447
Senegal,817659,924609,1061672,1070419,1101710,995563,789191,721431,740022,887297,865260,794688
Serbia,263347,375782,537536,870615,819227,855963,929701,846982,698888,397471,238848,180024
Seychelles,801395,898144,935951,859041,771666,707432,665106,836450,920960,986021,945281,936680
Sierra Leone,848217,900600,860337,788873,682492,644484,467651,447376,550824,692489,749701,700981
Singapore,796154,855838,879406,781005,670632,579133,633524,747880,611140,724303,605432,704446
Sint Maarten (Dutch part),693205,840226,942303,1027687,1058631,1046125,993098,963380,914991,788138,687709,697460
Slovak Republic,159532,293464,518081,851867,787210,727595,821064,741011,542920,241259,161748,103802
Slovenia,231131,348819,534593,879381,827919,804418,925299,715247,600166,344452,231502,118268
Solomon Islands,838374,754732,752689,709837,690059,650926,608610,724485,747107,868526,820918,846333
Somalia,909965,1008439,980041,905138,877887,769638,725706,801274,894115,912581,869270,893452
South Africa,1080093,959295,869244,674547,623777,537309,587212,695961,866116,980001,1055986,1087338
South Georgia and the South Sandwich Islands,803789,584859,384547,225263,111921,61034,94109,177033,362077,589992,827516,862258
South Sudan,938792,949374,955693,912283,827086,788396,675716,759033,828475,857502,871590,879789
Spain,332054,516937,637297,725913,1010864,1056202,1128522,991649,773656,547907,358434,284001
Spratly Islands,773042,841437,1008638,1037843,979672,805241,846467,801028,800699,539805,729008,591278
Sri Lanka,808777,875263,971003,945324,799796,827234,765684,865047,718608,867163,664480,588161
State of Palestine,422113,542273,734771,958501,1125138,1190420,1151753,1065484,913939,727371,485791,455921
Sudan,872531,957566,1076847,1150039,1090429,1060033,959362,894184,963696,940614,881026,830019
Suriname,684115,709481,717357,630683,536778,602891,755320,777853,913823,929587,684389,684005
Svalbard and Jan Mayen Islands,5.189,3963,125683,464991,771979,870484,624927,399486,134792,13389,35.17,0.25
Swaziland,844041,817854,769877,557750,630767,534028,580115,636391,674254,739807,815782,889979
Sweden,32237,131219,346050,629104,844242,923431,674562,622338,341087,124400,43228,12958
Switzerland,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,
Thailand,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,
Togo,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,
Tonga,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,
Turkey,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,
Uganda,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,
United Republic of Tanzania,,,,,,,,,,,,
United States,,,,,,,,,,,,
United States Minor Outlying Islands,,,,,,,,,,,,
United States Virgin Islands,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,
Wallis and Futuna Islands,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,
Western Samoa,,,,,,,,,,,,
Yemen,,,,,,,,,,,,
Zambia,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,
Mordovia,81365,207404,435353,604737,747735,903383,889312,661622,525520,282644,101094,77167
