Pais,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
Brazil,825057,736468,713732,684629,630127,623750,669460,791752,864329,874185,812417,793957
British Indian Ocean Territory,808526,914503,784724,817947,776395,739121,788133,785311,814301,904379,841526,765368
British Virgin Islands,726976,830295,944685,1013120,952766,1008118,1004076,915673,893484,831142,677201,678953
Brunei Darussalam,570981,761847,873597,860242,792976,782727,758456,749229,827184,719182,718087,635395
Bulgaria,259291,395956,559084,661763,839342,911356,950103,881566,605681,398481,234870,185753
Burkina Faso,850132,943935,1013142,1009386,959139,967885,887925,782344,850618,899570,860834,855848
Burundi,820691,811655,812433,712609,771589,720812,798708,721585,801363,815942,761379,776252
Cambodia,837451,858654,950837,875441,902670,673782,643754,721778,701206,709171,752882,678957
Cameroon,878836,921178,852208,796708,767285,711021,679188,630944,675146,710634,755023,825971
Canada,98805,232218,467003,699447,830799,895628,799601,613530,402598,197485,106342,65898
Cape Verde,725136,890763,987124,1072486,1072511,1070100,997393,925584,901455,911738,789432,698611
Cayman Islands,613963,812352,939613,970607,986036,952487,1066715,995301,887654,777220,703851,631826
Central African Republic,944747,971665,910301,820669,844198,813536,781666,741735,770190,811454,853882,901266
Chad,885994,982960,1027580,1065481,1054941,1065961,992092,922797,953865,933696,903570,847917
Chile,1039947,951928,766086,575547,411291,352622,379153,494965,656151,888953,996559,1089346
Chinese Taipei,537573,492683,638235,752865,673895,744710,925696,833498,804052,714757,498368,353582
Colombia,736518,753940,763239,687308,643177,579837,648677,705655,760261,694741,675446,711276
Comoros,875498,761016,792922,885020,794004,738759,727275,837116,940666,1024173,1034949,1053624
Cook Islands,899544,967222,767564,792087,695678,654956,645237,708234,897888,955133,955171,863074
Costa Rica,763747,876675,939893,846354,767937,630174,671650,679895,641512,599553,587356,608845
Cote d'Ivoire,775255,828824,861428,838914,764115,669698,629232,594870,662366,717955,717417,772372
Croatia,193585,300109,585185,721287,865687,971494,903480,833849,537344,421229,241301,187497
Cuba,621875,768185,890970,969249,969423,916535,1047057,969095,867078,757415,654725,609987
Curacao/Netherlands Antilles,799975,895460,988808,991426,968177,977723,999936,990729,945172,883075,788581,756936
Cyprus,434701,629499,804557,976917,1033929,1167558,1152397,1049328,851613,646177,473652,375043
Czech Republic,137762,287911,498555,681555,714997,887528,833004,638389,457043,279259,141092,103030
Democratic People's Republic of Korea,391205,507065,706475,860665,922587,780677,802082,721035,692395,537821,371167,343254
Democratic Republic of the Congo,816360,837824,823376,773623,778332,779477,799662,774468,815979,823080,792600,791796
Denmark,54498,188237,393267,641614,828067,945417,890574,644128,451496,205001,84285,55085
Djibouti,806679,821156,966860,1046350,958986,887749,885898,928056,895086,908041,844777,829281
Dominica,760955,849269,981153,1021701,1009932,1005752,994198,915709,886946,832664,718057,717438
Dominican Republic,697020,787677,895693,951039,906471,970686,1005296,893665,884240,835911,684451,647516
Ecuador,660905,692281,702362,683468,624623,590861,630259,700947,764587,759123,727415,716021
Egypt,679568,827283,959394,1103590,1155827,1216265,1182878,1116263,995495,845509,701047,626648
El Salvador,821010,886218,970726,1000571,857202,863153,1009127,917294,768534,713373,809283,808769
Equatorial Guinea,672652,731253,697283,723940,639104,565000,557245,598072,557655,570080,598770,607274
Eritrea,792487,835384,991662,1049724,1022584,977497,873398,868184,903412,870298,826580,805074
Estonia,56423,121037,382700,695317,728325,782129,893249,640090,430882,171946,52375,32052
Ethiopia,907983,927501,959539,934274,826221,784309,727268,766722,835793,811787,842225,889940
Faeroe Islands,30248,116000,280912,477337,637347,695732,677157,605993,302880,160448,50739,17476
Falkland Islands (Malvinas),918148,750490,535928,253123,160739,99262,127463,202635,383494,707936,963031,1003032
Fiji,992119,860837,865790,729048,628729,581608,603736,712811,845341,820979,993787,899728
Finland,22617,67552,301976,589207,672280,744114,804065,538795,333645,112623,24032,8685
France,172476,303117,592465,720803,840882,967010,825832,733636,633336,390703,215817,142255
French Guiana,605530,545284,714316,700832,616990,619787,744031,808545,950459,926388,781389,677990
French Polynesia,999326,918334,846042,791119,670484,625528,678529,756490,884943,962851,946169,940081
French Southern Territories,723320,719556,515978,331915,236218,195106,206101,333004,519874,703989,806041,896430
Gabon,661623,703598,733451,716224,639603,582041,602053,587765,604967,623089,640619,626533
Gambia,841389,961670,1048007,1100136,1041848,975901,818295,684991,720526,828146,825179,778012
Georgia,751058,1016626,1292481,1569680,1824637,1898380,1841313,1784942,1250478,1150768,817030,605721
Germany,121894,260428,487863,650797,731320,860383,809465,659138,452902,275853,153991,77404
Ghana,812687,864363,876507,891041,801530,694170,648634,635371,681602,751379,768868,806134
Greece,328137,464097,690332,828337,999165,1095783,1112434,1005865,757252,522606,347997,277321
Greenland,6081,50633,250363,641920,1067449,1209064,1068421,716948,325434,94891,12900,2150
Grenada,801499,882846,966047,974794,987465,943365,892630,889984,892617,819940,750160,763371
Guadeloupe,756276,831247,990279,1016957,995597,1010690,994270,921410,886941,827378,707664,705513
Guam,709010,842505,924371,985862,998787,974744,708703,837798,722707,719426,728174,745686
Guatemala,609824,760453,896337,935458,735637,766725,880355,873862,688195,647020,591773,625389
Guernsey,148997,285797,531135,704942,885785,1053312,1008599,782680,611564,322204,174277,105789
Guinea,840596,941185,1006810,988368,841050,752585,713345,622080,710264,756809,749899,815114
Guinea-Bissau,851898,954753,1035826,1076562,966260,805299,750421,624053,680870,726044,776378,767773
Guyana,661535,624362,742398,682520,665823,559046,702378,757445,871998,814112,685998,691964
Haiti,740362,833342,931670,994673,971009,988617,1062149,960885,933004,855691,721100,679070
Heard Island and McDonald Islands,856963,586595,413541,243773,143662,83254,113722,224155,428964,645569,812743,801214
Honduras,573137,776632,903250,956576,852113,807887,901728,883414,765852,639263,572179,597966
Hong Kong (China),653942,481568,565542,743937,646856,825587,877407,800935,840185,763380,541602,402899
Hungary,156906,262280,557247,703988,805398,927699,851023,748451,508383,322522,191981,144464
Iceland,16409,102581,276640,548608,677473,673259,586260,534193,280492,134835,26411,4939
India,672363,782431,922759,1029945,993100,889045,629777,658990,691789,734792,688249,629220
Indonesia,705674,815519,830557,761587,708760,669556,714729,734734,851542,884261,768411,658085
Iraq,461205,683112,822159,1005791,1107417,1191139,1170846,1100417,936778,691653,550135,445276
Ireland,108391,218549,373159,610027,660455,800345,697743,612115,467220,247149,130223,77583
Islamic Republic of Iran,513953,703825,819499,1008820,1097531,1164731,1131285,1085469,933772,725836,563930,506825
Isle of Man,91061,212356,411494,634054,735163,886947,868712,695902,514782,251590,122279,77006
Israel,525901,669182,817639,1040347,1087593,1175945,1141997,1070768,894852,714345,526392,480587
Italy,250352,385080,646758,789194,942141,1025176,958505,892341,671351,478998,286463,245096
Jamaica,687009,814570,931368,992747,967859,981259,1059585,946842,878960,850870,718313,635301
Japan,389186,460816,650725,824883,874858,752254,799768,635925,658981,507480,368149,312561
Jersey,151327,290891,533134,705745,874894,1042761,989459,764441,630753,322924,173500,107332
Jordan,545841,727428,866827,1078300,1144055,1230064,1210189,1137571,970700,770579,581034,504544
Kazakhstan,218583,396689,598316,812270,1004141,1055595,982049,909515,638600,368381,226487,182171
Kenya,994755,967112,959251,928231,819492,766129,762838,823623,905107,914651,847721,897209
Kiribati,915853,960500,821128,828423,848027,797089,848027,938282,987934,985642,984341,886800
Korea,425421,489857,683813,815862,1011139,820159,741581,567685,648915,574902,402420,368767
Kosovo,261958,412946,609277,653938,838052,963817,944618,868075,578367,427485,269127,210650
Kuwait,532723,727929,869412,1006558,1079499,1169416,1129818,1084782,956634,771297,626795,546931
Kyrgyzstan,376248,573824,776846,957450,1097270,1066914,1074731,975254,788383,547166,383173,352059
Lao People's Democratic Republic,720169,755717,872474,840078,848513,629814,564904,614687,645411,719189,617082,580964
Latvia,75560,144762,382616,688089,739852,763952,864855,635862,446010,190651,76713,44981
Lebanon,465679,643455,794437,1018766,1070399,1166786,1155639,1061230,872914,675827,472260,420313
Lesotho,1074546,883959,826104,767337,620691,573025,612623,678931,918539,1040071,1034666,1099325
Liberia,671107,715244,774557,721774,662275,591244,523541,532884,594467,651286,663861,667945
Libya,653370,816912,961447,1108225,1139064,1194564,1188225,1119787,996258,836670,686210,595830
Lithuania,90907,162918,382167,688566,750097,759525,863651,646241,449833,227913,91061,54235
Luxembourg,116017,199910,529270,676063,752998,914808,769603,609734,460281,269617,150742,75749
Madagascar,787470,805440,891865,787150,706622,630413,606955,748180,897885,996133,1032972,983655
Malawi,709596,695373,852683,744271,790623,720938,709318,823786,982045,1028567,1040109,927783
Malaysia,638085,828387,868186,827034,749082,756786,766067,725841,796561,741206,649769,587799
Maldives,904380,989377,917239,958335,803186,843204,863476,830779,816117,829616,743865,789549
Mali,802247,944712,1050559,1130473,1030605,1084811,1037014,957780,973238,935107,826489,787874
Malta,403375,552507,754896,950949,1079435,1153261,1135441,1034594,823138,623601,422166,335916
Marshall Islands,812174,829657,889376,854359,918015,814314,800411,898737,837828,792551,755284,762243
Martinique,768862,870366,979094,1033155,1009653,993942,1001464,904229,888455,840174,732731,751299
Mauritania,764190,935541,1053347,1150718,1124157,1154673,1114016,1051862,1015810,933057,793776,724510
Mauritius,1004106,970850,892492,798357,671489,606547,609877,716964,861981,1004522,1035078,1062913
Mayotte,847540,772266,812778,906815,816674,761879,756472,836118,975205,1048309,1044491,1059483
Mexico,655275,807899,937936,1062786,1035962,983041,984483,948083,756801,760438,639723,591815
Micronesia (Federated States of),739467,739741,878615,816214,846599,801181,690499,878703,785884,791916,790380,732665
Mongolia,310377,479587,713932,876001,995305,982327,982242,887705,716343,500994,335243,252011
Montenegro,226810,360612,619087,646769,803697,925492,907837,870526,560101,459294,267488,217485
Montserrat,756473,832762,994115,1028575,992917,1029659,1021328,937766,908837,832502,707203,700169
Morocco,507542,696692,862401,1050778,1121550,1171543,1161111,1072458,869221,744380,483879,495650
Mozambique,793083,778701,834346,736644,712638,640926,630546,760209,898617,964281,983251,891016
Myanmar,740294,832684,964575,978007,852287,595578,522766,536901,630960,692767,639544,654112
Namibia,1151606,960585,917652,818687,749177,675902,718206,839054,1003906,1152130,1155607,1187424
Nauru,807496,784776,832941,725408,872373,784137,819354,922405,956921,938529,916455,810986
Nepal,611439,708545,912301,1053815,1032466,860884,584849,603697,666754,730078,628692,575125
Netherlands,105443,219630,483270,629118,731457,847509,793251,657203,469589,255656,147911,79406
New Caledonia,899630,944683,861630,731896,570116,515885,559424,545713,697880,882283,1022643,1015307
New Zealand,974450,843484,684047,396514,307372,218388,275456,397628,575981,756914,924456,921045
Nicaragua,650073,792320,892019,915809,853246,696713,801602,769581,682901,605599,613960,636473
Niger,831061,947642,1064042,1125375,1094499,1131405,1087167,1013424,1019803,972065,875906,819934
Nigeria,870152,945392,918595,907919,844837,781804,728957,635120,714006,795721,841581,865912
Niue,919514,911403,813858,711130,562027,547167,563529,601446,845266,904012,961762,965086
Norfolk Island,1003942,888067,863726,651265,501135,402137,437464,560715,787664,924210,1084317,1000810
Northern Mariana Islands,612903,776818,901461,959617,1013148,1008673,897098,813710,790750,720837,692431,690872
Norway,24797,88245,291355,560483,758728,815528,799023,517333,325594,126230,32871,13802
Oman,763274,877884,970920,1121119,1131989,1085044,1000042,965413,929816,898859,794453,750294
Pakistan,608682,737268,852033,1046438,1098319,1141061,992603,949237,869558,768997,645837,577465
Palau,695878,799429,928886,923927,832350,742314,690852,867630,735211,799265,775296,707368
Panama,760101,840186,893980,799483,709046,622169,645494,667242,670453,602250,604099,639665
Papua New Guinea,650131,720945,759351,652796,631069,548614,489389,646362,618706,737903,778411,732192
Paraguay,928621,913216,747055,642204,449190,368098,494895,674575,736145,945349,883202,913858
People's Republic of China,479753,557526,745768,874089,934079,895245,900121,802432,701885,614294,445278,412391
Peru,751376,757586,725653,747362,679840,666880,691659,798132,853768,889879,858389,797741
Philippines,599283,788826,868007,899990,906717,780001,694634,811298,727386,717123,694886,596511
Plurinational State of Bolivia,775337,738273,750314,735692,604855,569496,646617,802729,877741,946842,884892,872081
Poland,111378,250378,421422,646669,736508,821497,864665,657419,500554,288689,123451,80406
Portugal,266710,380071,651373,793326,1052019,1075948,1093733,1000109,697274,511041,305925,330133
Puerto Rico,732424,822753,933397,1008850,970069,1010260,1016359,914223,892714,858060,686327,684325
Qatar,589762,794049,897571,1070049,1144324,1138106,1092576,1055351,965014,835468,688452,623957
Republic of Moldova,144392,273775,505001,645786,845515,871940,900609,830819,655913,401382,168073,132981
Republic of North Macedonia,276572,421213,622487,675106,846596,983487,984517,908972,607206,422895,262901,217327
Republic of the Congo,756237,792545,796973,745885,701209,665284,717384,680717,692094,710471,713028,725673
Reunion,974340,979104,941542,805449,665660,602122,612999,738120,902435,988050,1100386,1011922
Romania,184923,338350,534517,646380,819528,878789,875816,829809,614746,369098,207426,149584
Russian Federation,76332,182405,396289,662593,815030,840858,752295,597950,388361,198484,87680,49020
Rwanda,817154,823183,824895,756483,758855,694345,762894,711280,783281,832877,792465,798782
Saint Helena,969272,919746,786025,628708,491639,427526,436418,555416,668846,762068,920973,988434
Saint Kitts and Nevis,741125,832096,970067,1002972,945990,1000431,1009670,927664,901704,824281,708949,674150
Saint Lucia,772359,876980,959659,1017975,988873,972569,976327,899182,880486,838370,738422,777396
Saint Pierre and Miquelon,164190,258153,479263,676363,762361,788548,782073,767922,596772,353272,194880,128977
Saint Vincent and the Grenadines,788539,876721,953769,990893,981937,951874,937341,899805,880068,831019,747370,763342
Saint-Barthelemy,727261,827694,949479,994386,941105,1002186,1009811,925384,890544,812247,699274,660481
Sao Tome and Principe,774143,834553,751390,788986,711903,708702,774214,782323,790799,750799,693238,691391
Saudi Arabia,674317,835570,942347,1070497,1136109,1150835,1114740,1078985,972767,870864,738381,668461
Senegal,827437,961594,1048078,1114243,1056943,1015044,910840,769935,822901,864498,828054,771755
Serbia,236172,374529,565442,657238,782391,919781,891255,816907,540748,405189,241073,182238
Seychelles,836985,888474,851406,901127,759839,745126,807491,876151,903968,979975,1011672,942687
Sierra Leone,757460,865273,951401,855610,684765,624624,570247,505094,600011,646001,643253,748201
Singapore,785496,959779,954111,828582,719109,713393,745074,710205,860122,859504,682049,584351
Sint Maarten (Dutch part),729573,829123,949140,992851,938224,997011,1007999,922636,890201,818152,700306,666584
Slovak Republic,132289,251775,518007,686751,760900,911433,810567,657493,496263,281444,160874,123283
Slovenia,151072,243025,568667,678869,819245,906208,801592,682621,449389,349693,178053,147878
Solomon Islands,740814,784686,838285,633858,662628,615957,563595,708822,810031,763849,863500,894440
Somalia,976890,1024101,1017247,1003797,823309,780075,795597,864197,893080,869114,862826,933148
South Africa,1096249,968745,836019,727287,593656,534381,565937,676195,881768,1022532,1032903,1103939
South Georgia and the South Sandwich Islands,800836,616805,387911,229078,103627,53739,79327,173461,367120,532965,732233,943500
South Sudan,901907,970310,917175,868172,829775,812940,785999,787246,847576,831696,873064,876084
Spain,292725,428314,691966,856761,1038173,1097123,1091113,978841,735222,557425,331984,315018
Spratly Islands,728166,897560,968522,1038409,969419,653134,654848,906237,775609,810597,712656,624287
Sri Lanka,669377,895233,955429,927706,836615,878405,864757,830495,867888,733222,588708,503435
State of Palestine,502371,647389,790538,1024123,1061472,1164674,1137364,1069866,865592,682417,496972,460100
Sudan,861815,969436,1033862,1053542,1079817,1052884,969024,951351,955056,920065,889260,828479
Suriname,668637,601240,736918,703689,655990,623580,764494,818607,971012,930697,806078,702706
Svalbard and Jan Mayen Islands,8.698,3016,110813,460602,872871,952107,709856,485553,162452,16548,64.21,0.25
Swaziland,863775,892601,643108,682745,612338,562097,571018,693054,823326,750217,687898,785341
Sweden,29419,92707,329124,616701,738278,803658,853770,561277,377882,122864,34139,20864
Switzerland,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,
Thailand,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,
Togo,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,
Tonga,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,
Turkey,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,
Uganda,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,
United Republic of Tanzania,,,,,,,,,,,,
United States,,,,,,,,,,,,
United States Minor Outlying Islands,,,,,,,,,,,,
United States Virgin Islands,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,
Wallis and Futuna Islands,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,
Western Samoa,,,,,,,,,,,,
Yemen,,,,,,,,,,,,
Zambia,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,
Mordovia,106538,212803,482302,679262,918576,811327,938418,655732,493992,222461,104449,56322
