Pais,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
British Indian Ocean Territory,885047,882712,961369,775469,800317,811402,779936,790669,760989,894654,951755,838869
British Virgin Islands,699205,835437,888130,1006573,948897,933596,957169,930612,869963,778410,688019,642732
Brunei Darussalam,655184,789754,851157,800938,770924,804578,762984,814547,757721,749035,714064,653215
Bulgaria,256073,323557,540434,774872,988254,965430,969496,911829,687468,482717,276004,255813
Burkina Faso,869196,954495,961305,978491,1000143,973612,874509,737319,882909,922627,886963,846024
Burundi,840733,890801,703552,665561,719960,824388,847327,804614,800441,838908,707132,706077
Cambodia,741663,849510,907029,849495,837807,686309,650887,693348,594344,698990,697046,742597
Cameroon,856615,902945,812927,793581,777731,709407,655508,617011,696227,729512,753669,802181
Canada,97316,215177,432944,696913,873227,908900,805999,635460,391978,208075,102288,70006
Cape Verde,785873,878982,1002783,1024124,1097482,1037518,990056,927056,858011,880754,769806,683236
Cayman Islands,695254,810450,894965,1026679,993445,999243,980563,944709,813500,790862,673791,669255
Central African Republic,921137,954957,881665,901773,859511,806554,762211,724128,803776,826196,850972,883580
Chad,859396,975886,1067089,1080379,1104881,1053879,999733,896446,971449,958024,902287,843185
Chile,1066763,930066,784298,573603,399892,341123,382408,507975,719772,891926,1040902,1099098
Chinese Taipei,441947,539069,729395,676154,694218,845071,858328,746859,751087,676078,481988,375831
Colombia,768382,721009,720299,715416,609525,645321,649739,648039,735275,739980,683792,704700
Comoros,929861,899554,910410,830033,779287,736178,726731,845245,946154,990130,1032996,868649
Cook Islands,837881,937420,889539,790168,686112,638657,609093,715300,843289,918983,983801,974687
Costa Rica,785881,859243,864047,879591,732842,649867,634940,666932,682797,628542,650456,699655
Cote d'Ivoire,862436,858718,806466,843262,744706,671810,607867,562210,681888,749923,715605,790609
Croatia,215372,321204,484068,795910,829385,973820,1018205,890766,614963,420563,230227,214159
Cuba,645001,745548,880277,980789,974032,934818,941549,941934,815081,750448,632262,627924
Curacao/Netherlands Antilles,801120,885349,893320,977556,935603,974358,1000187,1001868,932087,879075,771412,747826
Cyprus,424373,580032,795963,980460,1074986,1196511,1177636,1077287,876732,710332,491097,386385
Czech Republic,126176,224669,417123,614483,656942,752138,923704,716066,427989,335372,141426,120476
Democratic People's Republic of Korea,370618,520300,745935,808761,843369,848568,574624,706607,636887,536685,377252,338845
Democratic Republic of the Congo,798397,866351,782884,800968,801136,818483,796511,810437,820384,815773,784123,766347
Denmark,85947,184184,428226,671994,787380,880824,923434,683913,417058,221510,101389,50542
Djibouti,811580,931234,928046,989342,984424,860977,854390,901394,924922,911882,802546,819106
Dominica,755066,884410,981977,962990,939456,948321,979866,935598,907663,801078,783492,689978
Dominican Republic,676977,821562,803483,963720,912117,934882,946692,953039,875565,763450,678312,654125
Ecuador,643255,653632,690238,722021,641519,616600,609099,665380,749184,743089,750907,735525
Egypt,660191,827349,1007075,1134705,1200006,1219716,1185814,1112536,997981,860078,689022,616153
El Salvador,814102,894044,1000596,951079,902719,872409,931608,890598,735615,784958,770208,759470
Equatorial Guinea,669851,715304,741914,706908,642819,597493,520223,596546,644572,600512,608850,651198
Eritrea,784732,892088,983771,1065972,1058996,955434,895250,807712,918674,903671,823422,773455
Estonia,51679,158730,447937,611575,808287,883236,825995,657646,427840,174810,65932,30083
Ethiopia,909760,1001581,920427,909550,878861,731369,675755,735701,865942,833396,811946,899348
Faeroe Islands,35821,116835,330123,589403,734962,706051,609038,482491,324159,126321,54150,15261
Falkland Islands (Malvinas),975544,750852,502426,335721,165979,105495,140222,264149,444521,732302,995117,1009834
Fiji,968100,813733,677451,755397,623040,572474,561503,675580,790897,789721,936255,957110
Finland,21111,89932,366574,553431,787383,768148,708080,547680,298478,131243,29016,9004
France,178624,330335,477996,674992,732175,855295,975518,840028,563283,346995,193569,184297
French Guiana,582468,548921,732442,667889,572884,669144,691310,811750,886341,853464,765414,593044
French Polynesia,913326,869561,912321,764953,668513,637690,594641,724209,822655,937250,968056,1001145
French Southern Territories,883649,676738,476199,315469,251675,194757,208570,303865,548417,715291,816154,917592
Gabon,681784,726296,733237,723197,681484,592668,562408,626876,626698,629694,666098,631351
Gambia,803808,940152,1033914,1090454,1075777,949066,788593,631515,722235,792693,806461,779008
Georgia,691880,945696,1344855,1588590,1833573,1805722,1582704,1569986,1329717,1086519,786085,652798
Germany,108866,216776,438692,592620,646094,798241,890250,694711,417665,275671,124171,97677
Ghana,871837,896168,847574,891447,794067,699277,635122,620547,696133,785281,766509,817601
Greece,344542,450475,650178,920430,1030283,1124860,1108058,1018484,810301,574452,357970,300393
Greenland,6229,50665,261018,664998,1055889,1228384,1090385,710065,321552,92546,12021,2209
Grenada,804742,893985,967622,948999,937803,888210,957127,913776,898932,796413,771411,728879
Guadeloupe,734973,869476,969629,948086,940410,953745,985051,950383,905247,808886,763211,686357
Guam,738251,871828,940954,1037467,1009225,931071,945208,880584,719383,672978,806171,753107
Guatemala,608167,794657,841745,962243,873466,763041,829712,807749,711515,672114,582816,572633
Guernsey,135573,270214,434684,747245,875412,948006,993570,823605,532334,336981,159028,116043
Guinea,862942,942534,943339,978589,859109,728309,682113,555734,694506,776452,803476,825273
Guinea-Bissau,820904,938996,1014714,1075278,1002967,778799,707831,561702,657096,737881,791436,792813
Guyana,662647,591929,748544,661793,569339,628211,684407,724290,836177,819331,716803,614610
Haiti,736998,850818,889298,1005348,1004880,1034259,1026729,1009986,902850,823847,711669,716093
Heard Island and McDonald Islands,886810,534265,379130,222106,135194,81814,105186,195853,450533,618855,768109,854894
Honduras,605271,791079,810243,947403,906997,796469,861044,834294,756599,720209,604967,570609
Hong Kong (China),609285,543741,671721,594093,710242,777084,776093,709568,705303,774969,513512,542247
Hungary,164948,245980,421028,753004,799489,877241,964509,819692,526064,392578,182860,162750
Iceland,16456,82493,317067,604339,718952,789938,640310,450366,306103,119217,32185,4871
India,713575,790937,951281,1010947,999692,709575,555482,591908,704729,653863,697962,657565
Indonesia,680391,716989,805079,711591,682492,685532,621059,742682,796233,815654,726342,636164
Iraq,487025,660278,868781,1049763,1068983,1206003,1190663,1115869,948638,759855,478442,451296
Ireland,94273,225061,376732,620041,730864,767262,836947,566509,392718,236414,139264,79573
Islamic Republic of Iran,544861,685963,865208,1004913,1107666,1170997,1145710,1045073,929445,759836,524168,510449
Isle of Man,94511,234651,397009,654507,804030,894111,931814,659550,415676,240006,143981,76729
Israel,496898,624679,864439,1003077,1134861,1190768,1134451,1079695,911638,759011,555784,447913
Italy,277577,415300,544516,800114,903830,1049618,1035483,916027,692025,441329,292132,253361
Jamaica,717805,810616,890403,1005696,982446,983029,1005688,948730,842988,810251,718635,685717
Japan,368890,473257,656778,773222,853584,752316,796241,785038,648488,464864,385104,318821
Jersey,139044,282413,450252,753673,853613,922537,996166,823101,536068,340177,158102,121473
Jordan,531371,693834,914209,1061292,1169146,1236397,1206992,1141227,975858,805228,563521,487569
Kazakhstan,211213,375763,570746,797216,973560,1029091,932791,822036,640399,375348,236114,161024
Kenya,956197,1017284,913505,849421,846753,757788,753281,798033,930925,952262,817875,864551
Kiribati,888240,923354,927395,911272,867834,849022,884167,962902,983648,984966,991710,907598
Korea,384716,524313,777112,823185,903133,822162,704017,795657,634069,574594,425382,364859
Kosovo,255590,333147,522433,805523,910509,937628,980125,889482,675422,482035,275582,260651
Kuwait,558540,751166,901790,1054800,1130333,1180562,1145401,1099189,963586,798771,562527,547794
Kyrgyzstan,403750,544690,778832,959881,1023311,1061508,1062618,900219,814802,599075,429482,329922
Lao People's Democratic Republic,602571,770967,873215,864201,809872,710303,585043,639152,570550,644168,554183,623819
Latvia,67260,182920,456736,592553,796891,868061,783290,657685,406082,183000,71096,40650
Lebanon,452893,574110,802599,948041,1082899,1206925,1175625,1089637,889757,719628,502346,399706
Lesotho,1102437,1061766,848951,699120,622819,573593,579053,742570,919731,1031641,1101212,1024085
Liberia,817235,766806,712870,729950,632839,584149,548834,495729,563965,667397,639238,712139
Libya,658862,827150,992146,1084730,1145374,1202018,1188534,1104987,992223,846829,671849,587157
Lithuania,80154,187704,469100,586940,801612,851995,743259,654507,381242,185762,80605,53447
Luxembourg,114409,249836,435522,605962,613664,798706,877396,706146,473082,259099,122642,100430
Madagascar,922656,759847,879744,782278,682288,644895,665312,777697,928942,945036,1035140,973932
Malawi,695736,752491,815715,824565,770069,755814,743434,862077,1025079,1009082,1046949,892937
Malaysia,633311,671496,842482,752398,737259,787085,736325,770287,746210,719550,651517,582687
Maldives,906203,929029,928713,970216,729413,793139,844655,843504,924178,849918,784353,762928
Mali,806226,939634,1041808,1105258,1100267,1092919,1020563,952877,970831,924395,844449,775048
Malta,411432,576805,768443,943013,1062923,1180123,1145243,1011566,807212,586594,398877,338997
Marshall Islands,813408,860697,943420,919424,935481,857276,878758,925778,843777,837649,715586,799282
Martinique,779105,897569,981916,973063,949080,939001,975998,934869,902968,805240,793032,705657
Mauritania,782286,913634,1047899,1146514,1161153,1158544,1101094,1045337,973927,918627,775063,706501
Mauritius,995063,881594,899776,729880,689895,615843,649597,751551,883718,954667,1093681,1105971
Mayotte,952043,952071,932418,861446,801270,747617,751064,858740,978047,1017999,1053298,890361
Mexico,631898,808898,953507,1091257,1085817,1031905,928173,929338,741553,758137,599299,576015
Micronesia (Federated States of),793322,827982,874137,894181,850180,768673,854424,864018,793657,751416,753623,782620
Mongolia,309201,485126,711503,887441,1028445,993476,951990,828670,723690,502526,325071,248887
Montenegro,243863,338603,490964,790492,851523,933288,996230,871504,659868,459362,258358,265658
Montserrat,727496,872754,963960,986109,950002,970868,1000238,966003,919793,816083,750886,682455
Morocco,550322,704368,801023,1047021,1134485,1210326,1151758,1060471,860848,744098,577968,491629
Mozambique,762133,819754,825060,768553,715775,639984,643042,762078,920093,915350,996539,880146
Myanmar,735844,825019,958537,970300,742531,620477,497200,551190,559134,598976,679176,647293
Namibia,1178283,1139628,1000560,925532,767690,690883,716449,850254,992710,1160728,1190069,1097590
Nauru,834674,875396,944068,936605,912998,859721,881445,962177,1007453,1022351,995099,930923
Nepal,645377,699942,940125,1003396,960526,643206,534162,605377,724183,618877,667300,571934
Netherlands,109353,218305,416806,626235,696186,787323,848210,703713,440217,271601,116759,86602
New Caledonia,949240,952329,753907,585599,557693,488179,496435,677445,835460,958367,998079,1033717
New Zealand,1047430,928116,669306,426609,299187,217488,274657,365044,546943,759573,902909,954397
Nicaragua,664944,777646,816639,897069,843295,710784,738162,723728,725912,642779,636527,604595
Niger,830038,959854,1076430,1097857,1147728,1132264,1093641,1000789,1019102,977278,884548,804967
Nigeria,862493,940288,947041,889693,845973,771146,721423,623253,743800,815598,855815,837010
Niue,901623,894543,830782,755889,672315,573529,517274,663493,786548,890450,931483,988259
Norfolk Island,1064738,1006939,815415,641629,441628,388917,423991,615384,729748,958753,999340,1093860
Northern Mariana Islands,689190,799554,924772,1030455,1024210,1019576,943329,879680,754685,680180,762402,672859
Norway,31675,114658,358359,586165,733739,734072,703071,517192,313896,126852,40129,12555
Oman,786686,900338,1015044,1071290,1118826,1034784,940619,908630,951793,902524,776049,748300
Pakistan,625768,676909,901481,1019019,1171186,1078840,954857,840115,888869,772532,637950,580739
Palau,718849,807808,916592,856805,823611,679658,747241,741553,784724,812144,743227,748571
Panama,785529,834656,797359,819554,656047,633072,628310,639016,657760,638139,659294,680076
Papua New Guinea,669548,724409,676323,619899,655333,548786,535802,635501,719970,695048,751041,678249
Paraguay,1065597,909853,771608,690692,503970,367090,535134,654955,737089,795676,963052,1016847
People's Republic of China,458420,566446,780442,895101,923093,926393,870880,843529,727884,616795,467812,422878
Peru,806501,737503,731269,797412,674906,658924,692044,768672,891557,856876,866963,838412
Philippines,599648,770402,890812,924376,858537,724530,721249,709284,738421,733340,664662,634128
Plurinational State of Bolivia,867564,782612,798191,794117,643453,571557,670752,795494,884561,848580,918610,892444
Poland,107623,195412,432733,624272,724469,787607,831057,701305,407412,287884,110270,92217
Portugal,298879,465182,519044,862622,996020,1104312,1118566,1050758,783266,494504,386097,303559
Puerto Rico,695090,831609,911075,1004841,947761,943363,988811,937808,846064,793136,708887,649878
Qatar,649709,805538,940428,987784,1133668,1134515,1077239,1042359,963187,854284,656809,623233
Republic of Moldova,171184,237545,447266,726838,914200,915851,866974,788629,455666,329921,192300,151716
Republic of North Macedonia,274335,335684,528954,814190,929551,980288,1005589,919715,721528,520858,290495,278322
Republic of the Congo,768985,812579,780214,761415,735600,701851,677343,733784,697853,715772,731757,725187
Reunion,973769,886036,897640,765122,651961,591971,637098,734323,937027,962205,1042674,1092596
Romania,205747,282833,479272,747307,905905,896473,926072,796552,550400,397409,228646,204672
Russian Federation,76012,184648,412130,650505,799032,856889,758135,572928,358590,194177,81708,49071
Rwanda,849579,909313,757782,726215,733349,791758,808539,778019,797017,858032,750831,738068
Saint Helena,994039,895139,774818,621061,500594,424565,448685,530063,664388,814114,956942,966927
Saint Kitts and Nevis,714539,854799,929602,1003325,914322,940658,991155,959502,910891,798111,732149,669425
Saint Lucia,795116,890768,966177,961382,948168,926737,965840,922244,892108,797710,787813,713121
Saint Pierre and Miquelon,173461,338329,537380,697700,773341,719092,873694,782723,529495,395170,182246,129976
Saint Vincent and the Grenadines,806514,890727,952588,940630,939845,921409,958796,914463,882551,788366,789975,722619
Saint-Barthelemy,699339,832515,904444,997100,915881,929768,979747,965293,906333,793983,714457,656283
Sao Tome and Principe,804300,791648,817259,769485,774287,733478,725614,841588,845170,751389,742389,718110
Saudi Arabia,693221,844986,983840,1075768,1151452,1150223,1096169,1055196,985269,888752,718351,669921
Senegal,796939,938813,1040096,1105907,1098755,1001922,870873,708987,801545,843375,805956,778155
Serbia,211352,281648,496931,784251,872989,879413,976600,856320,600927,441020,249315,220416
Seychelles,880076,918602,924637,886855,775627,774306,784413,870853,928286,995818,925594,858615
Sierra Leone,878050,880738,832756,872059,673344,615971,585378,496002,578182,660767,675147,782742
Singapore,720115,617221,906507,737012,696006,818875,711761,760854,714935,766438,659543,602413
Sint Maarten (Dutch part),699586,836971,906033,996916,915562,934615,976130,958112,900711,796377,711014,653104
Slovak Republic,147723,246928,393066,704532,719717,810742,928509,763486,486085,345501,151152,139365
Slovenia,177852,279612,402397,687388,710605,921174,959766,807650,501060,341223,171485,173488
Solomon Islands,815944,869003,635542,755720,693333,622735,600117,711020,768666,737231,888600,792216
Somalia,932795,1045204,967029,891724,894424,755150,745076,852741,925390,848095,821295,931975
South Africa,1108945,1073264,880610,724340,608222,534358,547608,689330,877884,1000695,1106136,1058095
South Georgia and the South Sandwich Islands,891097,612475,349492,190933,95907,55948,73409,175612,360764,573382,808874,963467
South Sudan,895000,947295,913780,943255,863389,798601,766912,780894,865939,874442,856944,888804
Spain,335252,469938,571958,842367,957207,1093361,1130200,1000056,774321,542284,374238,315891
Spratly Islands,703563,821025,962212,976585,872245,687659,734577,781860,729501,813047,687270,554803
Sri Lanka,665842,793884,878981,932279,838180,768525,810392,876896,817920,824485,730989,596882
State of Palestine,472400,589829,844254,968070,1111528,1183638,1139923,1075728,905801,744938,535668,419201
Sudan,855603,961071,1089225,1157571,1120765,1044234,997689,908932,972466,945006,882977,834265
Suriname,617047,588735,741285,659548,583566,708008,708094,782854,894072,870069,786170,635250
Svalbard and Jan Mayen Islands,9.033,3326,119025,448649,772247,905923,662662,357770,166614,17015,56.84,0
Swaziland,735662,894452,727165,646583,598267,552709,529066,639310,738230,730207,818851,685392
Sweden,38926,125148,391250,617390,781401,742795,747815,595311,342464,157137,50248,17719
Switzerland,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,
Thailand,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,
Togo,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,
Tonga,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,
Turkey,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,
Uganda,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,
United Republic of Tanzania,,,,,,,,,,,,
United States,,,,,,,,,,,,
United States Minor Outlying Islands,,,,,,,,,,,,
United States Virgin Islands,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,
Wallis and Futuna Islands,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,
Western Samoa,,,,,,,,,,,,
Yemen,,,,,,,,,,,,
Zambia,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,
Mordovia,105849,223715,421085,641046,875937,949342,830914,631102,299660,185397,90185,61969
